TaxonomicName,CatalogueNumber,Clade,Order,Family,Genus,FullName,VernacularName,TypeStatus,TypeName,DecimalLatitude,DecimalLongitude,Locality,RecordedBy,RecordNumber,CollectionDate,Country,ImageFile
Macaranga alnifolia,K000663441,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Andrianaivoravelona, B.; Rakotoarinivo, M.; Ratovonirina, G.",ANB352,2010-08-21,Madagascar,K000663441
Macaranga alnifolia,K004152132,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Trigui, S.M.; Razanajatovo, M.H.; Ramandimbimanana, S.D.",,2008-05-31,Madagascar,K004152132
Macaranga alnifolia,K000425845,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,Unknown,,,,,"Baron, R.",1404,,Madagascar,K000425845
Macaranga alnifolia,K000663084,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Ralimanana, H.; Andriananatenaina, W.; Rakotonasolo, F.; Rajaonarison, R.",423,2005-01-26,Madagascar,K000663084
Macaranga alnifolia,K004152168,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Baron, R. (Rev.)",3654,,Madagascar,K004152168
Macaranga alnifolia,K004152116,,,Euphorbiaceae,Macaranga,Macaranga alnifolia Baker,,,,,,,"Acevedo-Rodriguez, P.; Razafindraibe, H.V.",,2005-10-01,Madagascar,K004152116
Macaranga boutonioides,K004152014,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-12.466667,49.166667,,"Ramandimbimanana, S.D.; Razanajatovo, M.H.; Trigui, S.M.",SDR131,2008-05-25,Madagascar,K004152014
Macaranga boutonioides,K004151982,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-12.915833,49.331389,,"Gautier, L.; Burivalova, Z.; Ranirison, P.",LG5402,2010-11-11,Madagascar,K004151982
Macaranga boutonioides,K000751739,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-13.254167,49.615833,,"Rakotoarinivo, M.; Rajaonarison, R.; Vorontsova, M.; Hall, R.; Besnard, G.; Leopold dit ""Riri""",RMJ570,2011-10-12,Madagascar,K000751739
Macaranga boutonioides,K004151985,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-13.416667,48.3,,"Birkinshaw, C.R.",142,1992-07-29,Madagascar,K004151985
Macaranga boutonioides,K004151983,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-13.434444,48.350556,,"Ranaivojaona, R.; Tamas, P.; Andras; Dominique",223,1998-07-30,Madagascar,K004151983
Macaranga boutonioides,K004151984,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-13.745,48.540278,,"Birkinshaw, C.; Randrianaivo, R.; Antilahimena, P.; Rabenantoandro, J.; Theodore",519,1998-10-03,Madagascar,K004151984
Macaranga boutonioides,K004152032,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-13.761944,48.090278,,"Madiomanana, M.C.; Nusbaumer, L.; Ranirison, P.; Tahinarivony, A.J.",MAD111,2008-11-11,Madagascar,K004152032
Macaranga boutonioides,K004152036,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-13.770278,47.991111,,"Gautier, L.; Ammann, M.Y.; Madiomanana, M.C.; Tahinarivony, A.J.",LG5269,2009-11-01,Madagascar,K004152036
Macaranga boutonioides,K000936871,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-14.014166,48.160833,,"Rakotoarisoa, S.E. : KMCC; Andriamahay, M. : SNGF",SNFG 3855,2016-12-14,Madagascar,K000936871
Macaranga boutonioides,K004151980,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-14.248333,49.0125,,"Randrianarivelo, C.; Andriamiarisoa, L.; Jaovazaha",477,2005-12-01,Madagascar,K004151980
Macaranga boutonioides,K004151996,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-14.248333,49.0125,,"Randrianarivelo, C.; Andriamiarisoa, L.; Jaovazaha",478,2005-12-01,Madagascar,K004151996
Macaranga boutonioides,K004151986,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-14.745833,49.494444,,"Ravelonarivo, D.; Rabesonina, R.; Ramainty, G.",349,1994-09-14,Madagascar,K004151986
Macaranga boutonioides,K001370625,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-16.04,47.25,,"Rakotoarisoa, A.A.; Randrianasolo, V.; Razafimandimby, H.; Nampiandrazana",MDG 105 1,2018-09-19,Madagascar,
Macaranga boutonioides,K001370124,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-16.057222,47.378056,,"Rakotoarisoa, A.A.; Randrianasolo, V.; Razafimandimby, H.; Nampiandrazana",MDG 105 42,2018-09-20,Madagascar,
Macaranga boutonioides,K004151997,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-17.671389,48.753611,,"Randrianasolo, S.",303,2002-09-16,Madagascar,K004151997
Macaranga boutonioides,K004152012,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-18.7975,48.3425,,"Antilahimena, P.; Razanatsoa, J.; Edmond, F.; Razafindasy, R.",3949,2005-10-11,Madagascar,K004152012
Macaranga boutonioides,K004151981,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-18.838611,48.306667,,"Antilahimena, P.; Randrianasolo, T.; Edmond, F.",4491,2005-12-19,Madagascar,K004151981
Macaranga boutonioides,K004152013,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-18.845833,48.309166,,"Bernard, R.; Phillipson, P.B.",635,2007-10-13,Madagascar,K004152013
Macaranga boutonioides,K004152016,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-18.858889,48.300556,,"Antilahimena, P.; Razafindraibe, H.; Rabarimanarivo, M.; Razanatsoa, J.; Edmond, F.",4283,2005-11-29,Madagascar,K004152016
Macaranga boutonioides,K004152030,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-18.916667,48.416667,,"McPherson, G.; van der Werff, H.",16487,1994-11-03,Madagascar,K004152030
Macaranga boutonioides,K004151999,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-19.052778,48.372222,,"Schatz, G.E.; Lowry II, P.P.; Schmidt, H.",4180,2003-11-11,Madagascar,K004151999
Macaranga boutonioides,K001303211,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-20.5525,46.427222,,"Rakotonasolo, F.; Randrianasolo, V.; Rajaovelona, L.",MDG113_18 80,2018-09-02,Madagascar,
Macaranga boutonioides,K004152031,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-22.194166,46.971111,,"Lewis, B.; Raharilala, J.; Rakotomalala, P.J.; Andrianarisata, M.",1110,1993-12-09,Madagascar,K004152031
Macaranga boutonioides,K004152029,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,-22.483333,46.968334,,"Messmer, N.; Rakotomalaza, P.J.; Rakotovao, C.",NM480,1997-10-20,Madagascar,K004152029; K004152029_a
Macaranga boutonioides,K004152015,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Rakotondrajaona, R.; Rakotonandrasana, S.; Ratovoson, F.; Andriamiarisoa, R.L.; Andrianjafisoa; Damy",301,2003-07-31,Madagascar,K004152015
Macaranga boutonioides,K004151998,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Acevedo-Rodriguez, P.; Razafindraibe, H.V.",14458,2005-09-24,Madagascar,K004151998
Macaranga boutonioides,K004152027,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,s.coll.,10595,,Madagascar,K004152027
Macaranga boutonioides,K004006850,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Saboureau, M.P.",1635,,Madagascar,K004006850
Macaranga boutonioides,K004152017,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Decary, M.R.",7969,1930-07-17,Madagascar,K004152017
Macaranga boutonioides,K004152019,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Rouhan; Pignal, M.; Ibrahim, Y.; Mohamed, C.",765,2008-10-19,Comoros,K004152019
Macaranga boutonioides,K004152000,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Solo, J.; Randrianasolo, J.",29,1993-10-07,Madagascar,K004152000; K004152000_a
Macaranga boutonioides,K004152021,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Pascal, O.",68,1995-09-26,Mayotte,K004152021
Macaranga boutonioides,K004152270,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,s.coll.,6252,,Madagascar,K004152270
Macaranga boutonioides,K000425838,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,Unknown,,,,,"Hildebrandt, J.M.",3195,1879-09-01,Madagascar,K000425838
Macaranga boutonioides,K004152035,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,s.coll.,14247SF,,Madagascar,K004152035
Macaranga boutonioides,K004152026,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Labat, J.N.; Barthelat, F.; Mchangama, M.; Sifary, A.B.",3276,2000-11-23,Mayotte,K004152026
Macaranga boutonioides,K004152028,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Capuron, R.",28429-SF,1968-11-01,Madagascar,K004152028
Macaranga boutonioides,K004152272,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Greve, M.",s.n.,,Madagascar,K004152272
Macaranga boutonioides,K004152022,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Pascal, O.",608,1996-07-25,Mayotte,K004152022
Macaranga boutonioides,K004152001,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Perville, M.",s.n.,1841-01-01,Madagascar,K004152001
Macaranga boutonioides,K004152023,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Hoffmann, P.; Ralimanana, H.; Sifari, A.B.",375,2002-11-13,Mayotte,K004152023
Macaranga boutonioides,K004152037,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,s.coll.,14279,,Madagascar,K004152037
Macaranga boutonioides,K004152271,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,[Bowini],s.n.,,Madagascar,K004152271
Macaranga boutonioides,K004152002,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,s.coll.,6443,,Madagascar,K004152002
Macaranga boutonioides,K004152025,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Pignal, M.",1824,2001-09-01,Mayotte,K004152025
Macaranga boutonioides,K004152038,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,s.coll.,16585,1957-02-16,Madagascar,K004152038
Macaranga boutonioides,K004152018,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Lorence, D.; Saida, M.",2848,1979-07-24,Mayotte,K004152018
Macaranga boutonioides,K004152034,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Decary, M.R.",18427,1942-09-07,Madagascar,K004152034
Macaranga boutonioides,K004152020,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Lorence, D.; Saida, M.",2863,1979-07-26,Mayotte,K004152020
Macaranga boutonioides,K004152033,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,s.coll.,15946,1956-07-08,Madagascar,K004152033
Macaranga boutonioides,K004152269,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,s.coll.,6346,,Madagascar,K004152269
Macaranga boutonioides,K000425848,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,Unknown,,,,,Boivin,s.n.,,,K000425848
Macaranga boutonioides,K004152024,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Baill.,,,,,,,"Barthelat, F.; M'Changama, M.; Barthelat, V.; Jacq, F.; Sifary, A.B.",451,2001-07-18,Mayotte,K004152024
Macaranga sp.,K000425847,,,Euphorbiaceae,Macaranga,Macaranga boutonioides Müll.Arg.,,Unknown,,,,,Boivin,s.n.,,Madagascar,K000425847
Macaranga decaryana,K004152218,,,Euphorbiaceae,Macaranga,Macaranga cf. decaryana Leandri,,,,-13.895867,48.491883,,"Wohlhauser, S.; Callmander, M.W.; Rakotomamonjy, T.; Andrianjaka, M.",SW311,2000-11-19,Madagascar,K004152218
Macaranga decaryana,K004152219,,,Euphorbiaceae,Macaranga,Macaranga cf. decaryana Leandri,,,,-22.227778,47.003611,,"Lewis, B.; Raharimalala, J.; Rahajasoa, G.; Randriambololona, M.; McDonagh, J.",859,1993-11-22,Madagascar,K004152219
Macaranga coursii,K004152214,,,Euphorbiaceae,Macaranga,Macaranga coursi Leandri,,,,,,,"Cours, M.G.",s.n.,,Madagascar,K004152214
Macaranga cupularis,K004151957,,,Euphorbiaceae,Macaranga,Macaranga cupularis Müll.Arg.,,,,-12.51,49.19,,F. I. van Nek,1926,1993-10-17,Madagascar,K004151957
Macaranga sp.,K000425834,,,Euphorbiaceae,Macaranga,Macaranga cupularis Müll.Arg.,,Unknown,,,,,Bouton,s.n.,1837-01-01,Madagascar,K000425834
Macaranga cupularis,K004151958,,,Euphorbiaceae,Macaranga,Macaranga cupularis Müll.Arg.,,,,,,,s.coll.,s.n.,,Madagascar,K004151958
Macaranga cuspidata,K004151965,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-13.270833,49.615667,,"Ranirison, P.; Nusbaumer, L.",PR967,2005-11-13,Madagascar,K004151965
Macaranga cuspidata,K001873559,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-13.434444,48.350556,,"Ranaivojaona, R.",219,1998-07-30,Madagascar,K001873559
Macaranga cuspidata,K004151955,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-14.066667,48.283333,,"Gautier, L.; Messmer, N.; Totozafy, S.",LG3145,1996-09-25,Madagascar,K004151955
Macaranga cuspidata,K004151975,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-14.066667,48.283333,,"Derleth, P.",135,1994-09-03,Madagascar,K004151975
Macaranga cuspidata,K004151964,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-14.45,49.833334,,"Schatz, G.E.; Rakotozafy, A.; D'Arcy, W.; Randrianasolo, J.",1558,1987-09-19,Madagascar,K004151964
Macaranga cuspidata,K001634988,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-14.613056,49.618889,,"Randrianaivo, R.; Rabary, D.; Beavao, J.C.",2513,2014-06-20,Madagascar,K001634988
Macaranga cuspidata,K004151967,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-14.750833,49.500833,,"Ravelonarivo, D.; Lewis, B.; Rabesonina, R.",443,1994-10-18,Madagascar,K004151967
Macaranga cuspidata,K000664560,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-15.316944,49.847222,,"Andrianaivoravelona, B.; Ralimanana, H.; Alphonse; Jaovita",ANB88,2009-08-30,Madagascar,K000664560
Macaranga cuspidata,K004151962,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-15.5,49.766667,,"Schatz, G.E.; Klackenberg, J.; Baum, D.",1673,1987-10-14,Madagascar,K004151962
Macaranga cuspidata,K004151960,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-15.5,49.766667,,"Schatz, G.E.",2740,1989-09-20,Madagascar,K004151960
Macaranga cuspidata,K004151951,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-15.7,49.966667,,"Poncy, O.; Rapanarivo, S.",1554,2001-11-01,Madagascar,K004151951
Macaranga cuspidata,K004151941,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-17.516667,49.116667,,"Lewis, B.; Razafimandimbison, S.",651,1993-09-28,Madagascar,K004151941
Macaranga cuspidata,K004151969,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-17.546389,48.739167,,"Randrianjanaka, L.M.; Ratovoson, F.; Rakotondrajaona, R.; Rakotonandrasana, S.; Randrianjafy, N.M.; Rajoelison, O.",620,2001-09-29,Madagascar,K004151969
Macaranga cuspidata,K006960181,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-17.709167,49.458055,,"Gervais; Clément,R.",290,2019-10-22,Madagascar,
Macaranga cuspidata,K001342261,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-17.738447,49.409258,,"Rakotoarisoa, S.E. : KMCC; Andriamahay, M. : SNGF",SNGF 3828,2016-11-25,Madagascar,K001342261
Macaranga cuspidata,K000936850,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-17.738447,49.409258,,"Rakotoarisoa, S.E. : KMCC; Andriamahay, M. : SNGF",SNGF 3828,2016-11-25,Madagascar,K000936850
Macaranga cuspidata,K004151961,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-18.441667,47.841667,,"Rakotozafy, A.; Phillipson, P.; Malcomber, S.; Razafimandimbison, S.",2711,1991-09-02,Madagascar,K004151961
Macaranga cuspidata,K004151946,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-18.813611,48.43,,"Ranarivelo, H.; Ranaivojaona, R.",RHS381,2004-11-12,Madagascar,K004151946
Macaranga cuspidata,K004151940,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-18.916667,48.416667,,"McPherson, G.; van der Werff, H.",16488,1994-12-03,Madagascar,K004151940
Macaranga cuspidata,K001769374,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-19.145278,48.563611,,"Razanatsima, A.; Tanjona; Mamy; Kôtsy",1824,2017-12-09,Madagascar,K001769374
Macaranga cuspidata,K004151974,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-19.157778,48.575,,"Rolland Ranaivojaona; Razanatsima, A.; Dada",1195,2005-10-04,Madagascar,K004151974
Macaranga cuspidata,K000953235,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-20.309722,47.712778,,"Onjalalaina, G.E.; Rakotonasolo, F.; Rakotoarinivo, M.; Rajaovelona, L.R.; Rabarijaona, N.R.; Andrianirina, H.C.A.H.",OLG67,2013-11-01,Madagascar,K000953235
Macaranga cuspidata,K004151953,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-20.3725,48.554167,,"Razakamalala, R.; Ranaivojaona, R.; Paul, J.",1573,2004-09-27,Madagascar,K004151953
Macaranga cuspidata,K004151952,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-20.3725,48.554167,,"Rabehevitra, D.; Razakamalala, R.; Rabevohitra, R.; Ludovic, R.",713,2003-11-08,Madagascar,K004151952
Macaranga cuspidata,K004151942,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-21.15,47.533333,,"Rakotozafy, A.; Rasabo, P.; Ratalata, F.",792,1994-10-08,Madagascar,K004151942
Macaranga cuspidata,K004151966,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-22.222778,46.971667,,"Lewis, B.; Raharilala, J.; Rakotomalala, P.J.; Andrianarisata, M.; McDonagh, J.",1009,1993-12-01,Madagascar,K004151966
Macaranga cuspidata,K004151968,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-22.227778,47.003611,,"Lewis, B.; Raharimalala, J.; Rahajasoa, G.; Randriambololona, M.; McDonagh, J.",925,1993-11-22,Madagascar,K004151968
Macaranga cuspidata,K004151948,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-22.795833,47.189889,,"Ranarivelo, T.; Ranaivojaona, R.; Rakotoarinivo, M.; Rajaonarison, R.",RTI317,2006-10-21,Madagascar,K004151948
Macaranga cuspidata,K004151945,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-22.816667,47.283333,,"Ranarivelo, H.",RHS601,2005-10-01,Madagascar,K004151945
Macaranga cuspidata,K004151954,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-23.028611,47.730833,,"Hoffmann, P.; Ranaivojaona, R.; Ralimanana, H.; Richard, J.; Ramaharitra, J.",280,2000-10-24,Madagascar,K004151954
Macaranga cuspidata,K004151973,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-23.737222,47.029722,,"Rakotovao, C.; Andriamiarisoa, R.L.; Rabenarivo, V.C.; Rafitiavanjanahary, H.S.; Tojiny",2221,2005-09-21,Madagascar,K004151973
Macaranga cuspidata,K004151947,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-24.576389,47.207778,,"Razakamalala, R.; Rabehevitra, D.; Maka, M.; Roger; Mara, B.",4052,2007-12-13,Madagascar,K004151947
Macaranga cuspidata,K004151972,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-24.634167,46.765555,,"Bernard, R.; Randrianaivo, R.; Andriantiana, J.",1454,2009-10-21,Madagascar,K004151972
Macaranga cuspidata,K004151943,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-24.75,46.85,,"Malcomber, S.",2628,1993-12-17,Madagascar,K004151943
Macaranga cuspidata,K000753400,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-24.764444,46.861389,,"Randriamboavonjy, T.; Ralimanana, H.; Vorntsova, M.; Russell, H.; Besnard, G.",RTI 967,2011-11-01,Madagascar,K000753400
Macaranga cuspidata,K004151944,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-24.783333,46.833334,,"Randriamampionona, B.",645,1993-09-10,Madagascar,K004151944
Macaranga cuspidata,K004151949,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,-24.816667,46.933334,,"Razakamalala, R.; Roger, R.; Miakamara; Damizandriana",4988,2009-11-30,Madagascar,K004151949
Macaranga cuspidata,K004151976,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,,,,s.coll.,3530,,Madagascar,K004151976
Macaranga cuspidata,K004151978,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,,,,"Lowry II, P.P.; Rakotozafy, A.; Nicoll, M.F.",4089,1986-10-11,Madagascar,K004151978
Macaranga cuspidata,K001612504,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,,,,"Razafindratsima, O.H.; Randrinasolo, M.; Anjaratiana, T.",12,2017-01-06,Madagascar,K001612504
Macaranga cuspidata,K004151977,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,,,,"Decary, M.R.",13717,1938-11-22,Madagascar,K004151977
Macaranga cuspidata,K004151963,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,,,,"Humblot, M.",411,,Madagascar,K004151963
Macaranga cuspidata,K004151956,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,,,,"Wohlhauser, S.; Ranjatson, P.",SW60034,1998-11-23,Madagascar,K004151956
Macaranga cuspidata,K004151979,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,,,,"Decary, M.R.",5617,1926-10-13,Madagascar,K004151979
Macaranga cuspidata,K000425833,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,Unknown,,,,,Thouars,s.n.,,,K000425833
Macaranga cuspidata,K004151971,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,,,,[JC],21,,Madagascar,K004151971
Macaranga cuspidata,K004151959,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,,,,"Hildebrandt, J.M.",3697,1880-11-01,Madagascar,K004151959
Macaranga cuspidata,K004151970,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,,,,[J.C.],21,,Madagascar,K004151970
Macaranga cuspidata,K004151950,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill.,,,,,,,"Ralimanana, H.; Hoffmann, P.; Rakotonasolo, F.",725,2004-12-16,Madagascar,K004151950
Macaranga cuspidata,K000425831,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill. var. ivohibensis Leandri,,Isotype,,,,,"Decary, M.",5439,1926-09-24,Madagascar,K000425831
Macaranga cuspidata,K000425832,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill. var. ivohibensis Leandri,,Unknown,,,,,"Decary, M.",5439,1926-09-24,Madagascar,K000425832
Macaranga cuspidata,K000425849,,,Euphorbiaceae,Macaranga,Macaranga cuspidata Boivin ex Baill. var. sihanaka Leandri,,Type,,,,,"Humbert, H.; Cours, G.",17871,1937-10-01,Madagascar,K000425849
Macaranga danguyana,K004152216,,,Euphorbiaceae,Macaranga,Macaranga danguyana Leandri,,,,,,,"Schlieben, H.-J.",8121,1959-12-03,Madagascar,K004152216
Macaranga danguyana,K004152215,,,Euphorbiaceae,Macaranga,Macaranga danguyana Leandri,,,,,,,Thouvenot,101,,Madagascar,K004152215; K004152215_a
Macaranga decaryana,K004152217,,,Euphorbiaceae,Macaranga,Macaranga decaryana Leandri,,,,,,,"Decary, M.",5185,1926-08-16,Madagascar,K004152217
Macaranga echinocarpa,K004152223,,,Euphorbiaceae,Macaranga,Macaranga echinocarpa Baker,,,,-14.033333,48.3,,"Gautier, L.; Derleth, P.",LG2596,1994-11-17,Madagascar,K004152223; K004152223_a
Macaranga echinocarpa,K001619007,,,Euphorbiaceae,Macaranga,Macaranga echinocarpa Baker,,,,-14.203611,48.964722,,"Rakotonasolo, F. & Rakotoarisoa A. Randriamandimby, P.G.; Ranaivomanana, T.;  Heickel, J. &  Rabearison nD.",RNF 3758,2022-10-23,Madagascar,
Macaranga echinocarpa,K004152236,,,Euphorbiaceae,Macaranga,Macaranga echinocarpa Baker,,,,-14.321111,49.298889,,"Ravelonarivo, D.; Rakotovao, C.; Razakamalala, R.; Landrie (Doany)",2014,2006-11-10,Madagascar,K004152236
Macaranga echinocarpa,K004152232,,,Euphorbiaceae,Macaranga,Macaranga echinocarpa Baker,,,,-14.533333,49.7,,"Razafimandimbison, S.G.; Ravelonarivo, D.",261,1996-07-16,Madagascar,K004152232
Macaranga echinocarpa,K004152240,,,Euphorbiaceae,Macaranga,Macaranga echinocarpa Baker,,,,-15.137222,49.3575,,"Ravelonarivo, D.; Gerard, M.; Rasoanaivo",2792,2008-02-12,Madagascar,K004152240
Macaranga echinocarpa,K004152230,,,Euphorbiaceae,Macaranga,Macaranga echinocarpa Baker,,,,-15.140833,49.351111,,"Bernard, R.; Ramiadana, J.; Jocelyn, J.",729,2008-02-09,Madagascar,K004152230
