TaxonomicName,CatalogueNumber,Clade,Order,Family,Genus,FullName,VernacularName,TypeStatus,TypeName,DecimalLatitude,DecimalLongitude,Locality,RecordedBy,RecordNumber,CollectionDate,Country,ImageFile
Orfilea ankafinensis,K004152181,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-18.933334,48.416667,,"Dorr, L.J.; Barnett, L.C.",3181,1984-11-02,Madagascar,K004152181
Orfilea ankafinensis,K004152204,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-19.130555,48.400833,,"Razanatsima, A.; Randrianasolo, A.; Ranaivojaona, R.; Razakamalala, R.; Rasoarivety, L.; Rakotoarivony, F.",251,2007-05-31,Madagascar,K004152204
Orfilea ankafinensis,K004152183,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-19.68,47.77,,"Messmer, N.; Andriatsiferana, F.",NM652,1999-01-12,Madagascar,K004152183
Orfilea ankafinensis,K004152173,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-19.68,47.77,,"Messmer, N.; Andriatsiferana, F.",NM642,1999-01-08,Madagascar,K004152173
Orfilea ankafinensis,K004152176,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-19.683333,47.75,,"Irwin, M.",4,2003-02-27,Madagascar,K004152176
Orfilea ankafinensis,K004152175,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-19.706667,47.835,,"Messmer, N.; Andriatsiferana, F.",NM707,1999-01-18,Madagascar,K004152175
Orfilea ankafinensis,K004152179,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-21.266667,47.416667,,"Schatz, G.E.; Miller, J.S.",2437,1988-12-05,Madagascar,K004152179
Orfilea ankafinensis,K004152206,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-21.776667,47.346666,,"Rakotovao, C.; Randriantafika, F.M.",1041,2000-10-22,Madagascar,K004152206
Orfilea ankafinensis,K004152213,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-22.222222,47.024722,,"Lewis, B.; Raharimalala, J.; Rahajasoa, G.; Randriambololona, M.; McDonagh, J.",752,1993-11-15,Madagascar,K004152213
Orfilea ankafinensis,K004152212,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-22.222778,46.971667,,"Lewis, B.; Raharilala, J.; Rakotomalala, P.J.; Andrianarisata, M.; McDonagh, J.",993,1993-12-01,Madagascar,K004152212
Orfilea ankafinensis,K004152182,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-22.222778,46.971667,,"Lewis, B.; Raharilala, J.; Rokotomalala, P.J.; Andrianarisata, M.; McDonagh, J.",963,1993-12-01,Madagascar,K004152182
Orfilea ankafinensis,K004152210,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-22.222778,46.971667,,"Lewis, B.; Raharilala, J.; Rakotomalala, L.; Andrianarisata, M.; McDonagh, J.",939,1993-12-01,Madagascar,K004152210
Orfilea ankafinensis,K004152186,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-24.783333,46.033333,,"Lowry II, P.P.; Leeuwenberg, A.J.M.; Floret, J.J.; Rajemsa",4446,1988-04-27,Madagascar,K004152186
Orfilea ankafinensis,K004152190,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,-24.783333,46.033333,,"Lowry II, P.P.; Leeuwenberg, A.J.M.; Floret, J.J.; Rajemsa",4446,1988-04-27,Madagascar,K004152190
Orfilea ankafinensis,K004152178,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,,,,"Humbert, H.",3505,1934-11-18,Madagascar,K004152178
Orfilea ankafinensis,K004152177,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,,,,"Humbert, H.",6639,1928-11-16,Madagascar,K004152177
Orfilea ankafinensis,K004152194,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,,,,"Gautier, L.; Rakotomamonjy, T.",LG3659,,Madagascar,K004152194_a
Orfilea ankafinensis,K004152174,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,,,,"Rakotomalaza, P.J.; Ravelonarivo, D.; Ramboavelo, J.J.",PJ2055,1999-10-29,Madagascar,K004152174
Orfilea ankafinensis,K004152195,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,,,,"Gautier, L.; Messmer, N.; Wohlhauser, S.",LG3337,,Madagascar,K004152195_a
Orfilea ankafinensis,K004152196,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,,,,"Gautier, L.; Messmer, N.; Andriatsiferana, F.",LG3590,1999-03-17,Madagascar,K004152196_a
Orfilea ankafinensis,K004152211,,,Euphorbiaceae,Orfilea,Orfilea ankafinensis (Baill.) Radcl.-Sm. & Govaerts,,,,,,,"Hildebrandt, J.M.",3953,1881-03-01,Madagascar,K004152211
